State,Area name,hs_diploma_up,Rank
WA,Lincoln County,92.2,817.5
TN,Knox County,92.2,817.5
VA,Radford city,92.2,817.5
NE,Nuckolls County,92.2,817.5
WY,Niobrara County,92.2,817.5
OR,Clatsop County,92.2,817.5
KS,Stafford County,92.2,817.5
MN,Norman County,92.2,817.5
TX,Armstrong County,92.2,817.5
OH,Defiance County,92.1,846.5
CO,Arapahoe County,92.1,846.5
NY,Erie County,92.1,846.5
NM,Taos County,92.1,846.5
CA,Tuolumne County,92.1,846.5
VA,Highland County,92.1,846.5
CA,Inyo County,92.1,846.5
MI,Chippewa County,92.1,846.5
IL,Jasper County,92.1,846.5
ND,Stark County,92.1,846.5
MI,Kent County,92.1,846.5
CO,Huerfano County,92.1,846.5
IA,Sioux County,92.1,846.5
IL,Washington County,92.1,846.5
SD,Kingsbury County,92.1,846.5
WA,Pierce County,92.1,846.5
KS,Cheyenne County,92.1,846.5
KS,Thomas County,92.1,846.5
IL,Peoria County,92.1,846.5
IA,Page County,92.1,846.5
MT,Chouteau County,92.1,846.5
MS,Madison County,92.1,846.5
IA,Black Hawk County,92.1,846.5
FL,Monroe County,92.1,846.5
OK,Payne County,92.1,846.5
HI,Kauai County,92.1,846.5
ID,Idaho County,92.1,846.5
OK,Canadian County,92.1,846.5
FL,Martin County,92.1,846.5
IL,Edwards County,92.1,846.5
IN,Whitley County,92.1,846.5
FL,Sumter County,92.1,846.5
KY,Spencer County,92.1,846.5
NE,Madison County,92.1,846.5
AL,Madison County,92,874.0
MI,Shiawassee County,92,874.0
KY,Nelson County,92,874.0
SD,Day County,92,874.0
GA,Cherokee County,92,874.0
SD,Grant County,92,874.0
NE,Phelps County,92,874.0
WI,Rock County,92,874.0
MN,Morrison County,92,874.0
SD,Jerauld County,92,874.0
IA,Clinton County,92,874.0
NC,Cumberland County,92,874.0
NC,Transylvania County,92,874.0
ND,Morton County,92,874.0
WI,Dodge County,92,874.0
IA,Mahaska County,92,874.0
TX,Clay County,92,874.0
KY,Hardin County,92,874.0
NC,Carteret County,92,874.0
NE,Blaine County,92,874.0
OK,Cleveland County,92,874.0
IL,Wabash County,91.9,898.0
OR,Curry County,91.9,898.0
KS,Cowley County,91.9,898.0
CA,San Luis Obispo County,91.9,898.0
MN,Marshall County,91.9,898.0
SD,Perkins County,91.9,898.0
MO,Cape Girardeau County,91.9,898.0
IL,Stephenson County,91.9,898.0
MO,Adair County,91.9,898.0
TX,Hood County,91.9,898.0
CO,Moffat County,91.9,898.0
MN,Isanti County,91.9,898.0
KS,Marion County,91.9,898.0
ID,Bonner County,91.9,898.0
SC,Richland County,91.9,898.0
MN,Big Stone County,91.9,898.0
NC,Buncombe County,91.9,898.0
OH,Hamilton County,91.9,898.0
MN,Aitkin County,91.9,898.0
MI,Jackson County,91.9,898.0
FL,Clay County,91.9,898.0
IA,Washington County,91.9,898.0
NM,Mora County,91.9,898.0
OH,Erie County,91.9,898.0
MI,Gratiot County,91.9,898.0
IA,Henry County,91.9,898.0
IL,Coles County,91.9,898.0
WI,Sauk County,91.8,922.0
IA,Hancock County,91.8,922.0
IN,Decatur County,91.8,922.0
KY,Woodford County,91.8,922.0
KY,Marshall County,91.8,922.0
NE,Greeley County,91.8,922.0
UT,Weber County,91.8,922.0
ID,Jefferson County,91.8,922.0
ME,Androscoggin County,91.8,922.0
UT,Salt Lake County,91.8,922.0
AR,Saline County,91.8,922.0
IA,Audubon County,91.8,922.0
PA,Lawrence County,91.8,922.0
WY,Platte County,91.8,922.0
MO,Osage County,91.8,922.0
NY,Livingston County,91.8,922.0
ME,Oxford County,91.8,922.0
MI,St. Clair County,91.8,922.0
OK,Rogers County,91.8,922.0
GA,Camden County,91.8,922.0
IL,Macon County,91.8,922.0
KS,Osage County,91.7,949.0
WI,Walworth County,91.7,949.0
VA,Rappahannock County,91.7,949.0
NE,Jefferson County,91.7,949.0
IL,Ford County,91.7,949.0
WI,Trempealeau County,91.7,949.0
MA,Worcester County,91.7,949.0
UT,Wayne County,91.7,949.0
WI,Florence County,91.7,949.0
MI,Muskegon County,91.7,949.0
VA,Clarke County,91.7,949.0
VT,Franklin County,91.7,949.0
IL,Jackson County,91.7,949.0
NC,Henderson County,91.7,949.0
NY,Niagara County,91.7,949.0
MD,Talbot County,91.7,949.0
NY,Nassau County,91.7,949.0
MI,Lapeer County,91.7,949.0
MD,St. Mary's County,91.7,949.0
WI,Racine County,91.7,949.0
NC,Onslow County,91.7,949.0
KS,McPherson County,91.7,949.0
OH,Knox County,91.7,949.0
CO,Eagle County,91.7,949.0
FL,Charlotte County,91.7,949.0
PA,Indiana County,91.7,949.0
RI,Bristol County,91.7,949.0
KS,Harvey County,91.7,949.0
SD,Sanborn County,91.7,949.0
KS,Ellsworth County,91.7,949.0
PA,Erie County,91.7,949.0
OH,Williams County,91.7,949.0
NE,Sherman County,91.7,949.0
MN,Pipestone County,91.6,979.5
MD,Baltimore County,91.6,979.5
WI,Lafayette County,91.6,979.5
AZ,Yavapai County,91.6,979.5
VA,Spotsylvania County,91.6,979.5
AR,Grant County,91.6,979.5
MN,Steele County,91.6,979.5
VA,Newport News city,91.6,979.5
SD,Codington County,91.6,979.5
SD,Faulk County,91.6,979.5
PA,Venango County,91.6,979.5
IA,Howard County,91.6,979.5
ND,Stutsman County,91.6,979.5
NY,Warren County,91.6,979.5
VA,Staunton city,91.6,979.5
WA,Asotin County,91.6,979.5
PA,Northampton County,91.6,979.5
MI,Ionia County,91.6,979.5
IN,Bartholomew County,91.6,979.5
NE,Adams County,91.6,979.5
OK,Logan County,91.6,979.5
MT,Golden Valley County,91.6,979.5
PA,Montour County,91.6,979.5
IA,O'Brien County,91.6,979.5
WI,Buffalo County,91.6,979.5
SC,York County,91.6,979.5
MN,Fillmore County,91.6,979.5
OR,Polk County,91.6,979.5
GA,Liberty County,91.5,1007.5
IL,Will County,91.5,1007.5
WI,Marinette County,91.5,1007.5
MI,Alger County,91.5,1007.5
NY,Steuben County,91.5,1007.5
MI,Mackinac County,91.5,1007.5
NY,Ulster County,91.5,1007.5
SD,Yankton County,91.5,1007.5
IA,Webster County,91.5,1007.5
UT,Carbon County,91.5,1007.5
NY,Dutchess County,91.5,1007.5
CO,Rio Blanco County,91.5,1007.5
MI,Lenawee County,91.5,1007.5
KY,Kenton County,91.5,1007.5
MT,Lincoln County,91.5,1007.5
CO,Mesa County,91.5,1007.5
SD,Deuel County,91.5,1007.5
FL,Nassau County,91.5,1007.5
OH,Butler County,91.5,1007.5
VA,Colonial Heights city,91.5,1007.5
AR,Pulaski County,91.5,1007.5
OH,Belmont County,91.5,1007.5
OH,Mahoning County,91.5,1007.5
PA,Lackawanna County,91.5,1007.5
SD,Turner County,91.5,1007.5
OH,Franklin County,91.5,1007.5
IN,Gibson County,91.5,1007.5
OK,Woods County,91.5,1007.5
AK,Petersburg Census Area,91.4,1035.0
MI,Crawford County,91.4,1035.0
IN,Jasper County,91.4,1035.0
NM,Sandoval County,91.4,1035.0
KS,Marshall County,91.4,1035.0
MI,Monroe County,91.4,1035.0
OH,Washington County,91.4,1035.0
KS,Ness County,91.4,1035.0
TX,Lampasas County,91.4,1035.0
KS,Hodgeman County,91.4,1035.0
IN,Vermillion County,91.4,1035.0
MT,Musselshell County,91.4,1035.0
ME,Piscataquis County,91.4,1035.0
MO,Camden County,91.4,1035.0
IN,Spencer County,91.4,1035.0
NY,Schenectady County,91.4,1035.0
SD,Marshall County,91.4,1035.0
MO,Ste. Genevieve County,91.4,1035.0
MO,Jackson County,91.4,1035.0
AL,Lee County,91.4,1035.0
VA,Powhatan County,91.4,1035.0
WI,Marquette County,91.4,1035.0
CO,Logan County,91.4,1035.0
OH,Preble County,91.4,1035.0
MO,Worth County,91.4,1035.0
CO,Washington County,91.4,1035.0
ND,Wells County,91.4,1035.0
LA,St. Tammany Parish,91.3,1059.5
OK,Roger Mills County,91.3,1059.5
FL,Walton County,91.3,1059.5
MO,Harrison County,91.3,1059.5
IL,Clinton County,91.3,1059.5
MO,Chariton County,91.3,1059.5
WI,Kenosha County,91.3,1059.5
MI,Allegan County,91.3,1059.5
SD,Butte County,91.3,1059.5
OH,Darke County,91.3,1059.5
MN,Pine County,91.3,1059.5
MN,Benton County,91.3,1059.5
SD,Hyde County,91.3,1059.5
IN,Floyd County,91.3,1059.5
AR,Perry County,91.3,1059.5
KS,Reno County,91.3,1059.5
KS,Barber County,91.3,1059.5
MT,Pondera County,91.3,1059.5
NY,Onondaga County,91.3,1059.5
CA,Amador County,91.3,1059.5
IL,Whiteside County,91.3,1059.5
OH,Clinton County,91.3,1059.5
FL,Volusia County,91.2,1083.5
VT,Orleans County,91.2,1083.5
IN,Clay County,91.2,1083.5
MN,Kandiyohi County,91.2,1083.5
ME,Washington County,91.2,1083.5
GA,Jones County,91.2,1083.5
SD,McCook County,91.2,1083.5
WI,Richland County,91.2,1083.5
SD,Lake County,91.2,1083.5
MS,Lafayette County,91.2,1083.5
KY,Jefferson County,91.2,1083.5
NE,Polk County,91.2,1083.5
MD,Montgomery County,91.2,1083.5
IL,Pike County,91.2,1083.5
MI,Manistee County,91.2,1083.5
OH,Champaign County,91.2,1083.5
NY,Columbia County,91.2,1083.5
NY,Essex County,91.2,1083.5
NY,Jefferson County,91.2,1083.5
MT,Hill County,91.2,1083.5
NY,Monroe County,91.2,1083.5
WV,Marion County,91.2,1083.5
FL,Indian River County,91.2,1083.5
KY,Union County,91.2,1083.5
IL,Macoupin County,91.2,1083.5
ND,Williams County,91.2,1083.5
OH,Allen County,91.1,1109.0
WA,Columbia County,91.1,1109.0
MI,Bay County,91.1,1109.0
MN,Cottonwood County,91.1,1109.0
MS,DeSoto County,91.1,1109.0
MI,Baraga County,91.1,1109.0
MI,Genesee County,91.1,1109.0
NE,Douglas County,91.1,1109.0
SD,Lyman County,91.1,1109.0
NY,Lewis County,91.1,1109.0
TX,Bell County,91.1,1109.0
NC,Iredell County,91.1,1109.0
VA,Fredericksburg city,91.1,1109.0
ND,Ramsey County,91.1,1109.0
TN,Maury County,91.1,1109.0
MN,Swift County,91.1,1109.0
PA,Columbia County,91.1,1109.0
AL,Baldwin County,91.1,1109.0
GA,Lee County,91.1,1109.0
KY,Anderson County,91.1,1109.0
CA,Shasta County,91.1,1109.0
KS,Kingman County,91.1,1109.0
KS,Doniphan County,91.1,1109.0
AK,Aleutians West Census Area,91.1,1109.0
IA,Union County,91.1,1109.0
MT,Sanders County,91,1136.0
MN,Ramsey County,91,1136.0
MT,Treasure County,91,1136.0
NE,Burt County,91,1136.0
OK,Wagoner County,91,1136.0
AL,Jefferson County,91,1136.0
IL,Ogle County,91,1136.0
ND,Slope County,91,1136.0
TX,Throckmorton County,91,1136.0
IN,St. Joseph County,91,1136.0
WA,Skagit County,91,1136.0
IA,Clayton County,91,1136.0
MI,Calhoun County,91,1136.0
TX,Fort Bend County,91,1136.0
MI,Huron County,91,1136.0
SC,Horry County,91,1136.0
UT,Sanpete County,91,1136.0
PA,Tioga County,91,1136.0
CA,Humboldt County,91,1136.0
KS,Neosho County,91,1136.0
PA,Dauphin County,91,1136.0
OH,Montgomery County,91,1136.0
ME,Somerset County,91,1136.0
MT,Granite County,91,1136.0
IN,DeKalb County,91,1136.0
NY,Allegany County,91,1136.0
KS,Phillips County,91,1136.0
VA,Isle of Wight County,91,1136.0
OH,Athens County,91,1136.0
AZ,Coconino County,90.9,1160.5
MD,Cecil County,90.9,1160.5
OR,Jackson County,90.9,1160.5
VA,Suffolk city,90.9,1160.5
MO,Monroe County,90.9,1160.5
IN,Vanderburgh County,90.9,1160.5
OK,Grant County,90.9,1160.5
IN,Blackford County,90.9,1160.5
IN,Clark County,90.9,1160.5
IN,Howard County,90.9,1160.5
KY,Daviess County,90.9,1160.5
MN,Chippewa County,90.9,1160.5
MO,Lincoln County,90.9,1160.5
NE,Nemaha County,90.9,1160.5
MS,Oktibbeha County,90.9,1160.5
CA,San Mateo County,90.9,1160.5
AR,Nevada County,90.9,1160.5
CA,Mariposa County,90.9,1160.5
OH,Lorain County,90.9,1160.5
OR,Crook County,90.9,1160.5
IA,Appanoose County,90.8,1180.5
IA,Franklin County,90.8,1180.5
CA,Calaveras County,90.8,1180.5
MO,Jefferson County,90.8,1180.5
NC,Mecklenburg County,90.8,1180.5
IA,Taylor County,90.8,1180.5
NY,Herkimer County,90.8,1180.5
MI,Presque Isle County,90.8,1180.5
MI,Roscommon County,90.8,1180.5
OR,Josephine County,90.8,1180.5
NE,Gage County,90.8,1180.5
OR,Baker County,90.8,1180.5
NY,Schuyler County,90.8,1180.5
IN,Perry County,90.8,1180.5
MI,Berrien County,90.8,1180.5
WV,Wood County,90.8,1180.5
PA,York County,90.8,1180.5
CO,Montezuma County,90.8,1180.5
KS,Pawnee County,90.8,1180.5
GA,Paulding County,90.8,1180.5
MT,Deer Lodge County,90.7,1202.5
IL,Greene County,90.7,1202.5
MN,Wadena County,90.7,1202.5
IN,Henry County,90.7,1202.5
UT,Beaver County,90.7,1202.5
NE,Morrill County,90.7,1202.5
OR,Tillamook County,90.7,1202.5
IN,Dearborn County,90.7,1202.5
WI,Green Lake County,90.7,1202.5
WI,Monroe County,90.7,1202.5
OH,Cuyahoga County,90.7,1202.5
LA,St. Charles Parish,90.7,1202.5
NH,Sullivan County,90.7,1202.5
TX,Bandera County,90.7,1202.5
GA,DeKalb County,90.7,1202.5
MI,Cheboygan County,90.7,1202.5
AR,Cleveland County,90.7,1202.5
IA,Tama County,90.7,1202.5
NC,Cabarrus County,90.7,1202.5
IL,Lake County,90.7,1202.5
KS,Wilson County,90.7,1202.5
TN,Washington County,90.7,1202.5
TX,Archer County,90.7,1202.5
OR,Harney County,90.7,1202.5
TN,Roane County,90.6,1227.0
GA,Chatham County,90.6,1227.0
IL,La Salle County,90.6,1227.0
IN,Tipton County,90.6,1227.0
TX,Travis County,90.6,1227.0
IL,Mason County,90.6,1227.0
WA,Klickitat County,90.6,1227.0
FL,Escambia County,90.6,1227.0
OR,Douglas County,90.6,1227.0
PA,Lycoming County,90.6,1227.0
AK,Kodiak Island Borough,90.6,1227.0
MO,Phelps County,90.6,1227.0
NY,Schoharie County,90.6,1227.0
CO,Pueblo County,90.6,1227.0
KY,Franklin County,90.6,1227.0
OH,Clermont County,90.6,1227.0
KS,Woodson County,90.6,1227.0
TN,Sumner County,90.6,1227.0
ID,Valley County,90.6,1227.0
IL,Bureau County,90.6,1227.0
ND,Pembina County,90.6,1227.0
NY,Broome County,90.6,1227.0
WI,Jackson County,90.6,1227.0
MD,Kent County,90.6,1227.0
MT,Blaine County,90.6,1227.0
PA,Clarion County,90.5,1254.0
MI,Tuscola County,90.5,1254.0
VA,Northumberland County,90.5,1254.0
NE,Box Butte County,90.5,1254.0
GA,Coweta County,90.5,1254.0
MO,Ralls County,90.5,1254.0
MI,Saginaw County,90.5,1254.0
FL,Duval County,90.5,1254.0
LA,East Baton Rouge Parish,90.5,1254.0
OR,Columbia County,90.5,1254.0
OK,Washington County,90.5,1254.0
MT,Wheatland County,90.5,1254.0
KS,Rooks County,90.5,1254.0
OH,Geauga County,90.5,1254.0
TN,Hamilton County,90.5,1254.0
PA,Wayne County,90.5,1254.0
OR,Grant County,90.5,1254.0
NE,Thurston County,90.5,1254.0
OK,Comanche County,90.5,1254.0
MN,Renville County,90.5,1254.0
NV,White Pine County,90.5,1254.0
NE,Dundy County,90.5,1254.0
NJ,Salem County,90.5,1254.0
SC,Dorchester County,90.5,1254.0
TX,Shackelford County,90.5,1254.0
PA,Jefferson County,90.5,1254.0
AR,Clark County,90.5,1254.0
WI,Barron County,90.5,1254.0
PA,Susquehanna County,90.5,1254.0
AR,Garland County,90.4,1282.5
MD,Garrett County,90.4,1282.5
MI,Wexford County,90.4,1282.5
WV,Berkeley County,90.4,1282.5
SD,Gregory County,90.4,1282.5
FL,Pasco County,90.4,1282.5
WV,Jefferson County,90.4,1282.5
AK,Skagway Municipality,90.4,1282.5
MO,Lafayette County,90.4,1282.5
SC,Lexington County,90.4,1282.5
FL,Lake County,90.4,1282.5
NY,Suffolk County,90.4,1282.5
SD,Hutchinson County,90.4,1282.5
IN,Montgomery County,90.4,1282.5
CA,Butte County,90.4,1282.5
MI,Macomb County,90.4,1282.5
WI,Vernon County,90.4,1282.5
OH,Hardin County,90.4,1282.5
IA,Allamakee County,90.4,1282.5
TX,Hays County,90.4,1282.5
LA,Bossier Parish,90.4,1282.5
WA,Mason County,90.4,1282.5
IN,Delaware County,90.4,1282.5
NE,Deuel County,90.4,1282.5
MI,Alcona County,90.4,1282.5
TX,Grayson County,90.4,1282.5
WA,Pacific County,90.4,1282.5
NE,Furnas County,90.4,1282.5
MO,Macon County,90.3,1307.5
MO,Carroll County,90.3,1307.5
GA,Effingham County,90.3,1307.5
PA,Sullivan County,90.3,1307.5
IL,Vermilion County,90.3,1307.5
IL,Logan County,90.3,1307.5
MT,Roosevelt County,90.3,1307.5
ME,Aroostook County,90.3,1307.5
WA,Benton County,90.3,1307.5
CT,Hartford County,90.3,1307.5
MN,Mille Lacs County,90.3,1307.5
KS,Norton County,90.3,1307.5
NC,Davie County,90.3,1307.5
IN,Harrison County,90.3,1307.5
TX,Franklin County,90.3,1307.5
WI,Juneau County,90.3,1307.5
MD,Allegany County,90.3,1307.5
CT,New Haven County,90.3,1307.5
PA,Carbon County,90.3,1307.5
WV,Kanawha County,90.3,1307.5
NY,Wayne County,90.3,1307.5
FL,Manatee County,90.3,1307.5
PA,Bradford County,90.2,1328.0
OR,Linn County,90.2,1328.0
KS,Sherman County,90.2,1328.0
VA,Floyd County,90.2,1328.0
MN,Murray County,90.2,1328.0
NC,Union County,90.2,1328.0
KY,Greenup County,90.2,1328.0
WV,Tyler County,90.2,1328.0
WA,Ferry County,90.2,1328.0
NM,Bernalillo County,90.2,1328.0
PA,Luzerne County,90.2,1328.0
MT,Powell County,90.2,1328.0
VA,Portsmouth city,90.2,1328.0
KY,Calloway County,90.2,1328.0
OK,Grady County,90.2,1328.0
ND,Mercer County,90.2,1328.0
PA,Crawford County,90.2,1328.0
ND,Bowman County,90.2,1328.0
MI,Schoolcraft County,90.2,1328.0
TN,Davidson County,90.1,1350.5
IL,Livingston County,90.1,1350.5
WA,Grays Harbor County,90.1,1350.5
MO,Atchison County,90.1,1350.5
TX,Kerr County,90.1,1350.5
TX,Blanco County,90.1,1350.5
ID,Oneida County,90.1,1350.5
SD,Spink County,90.1,1350.5
SD,Douglas County,90.1,1350.5
CT,Fairfield County,90.1,1350.5
WI,Langlade County,90.1,1350.5
NM,Lincoln County,90.1,1350.5
FL,Bay County,90.1,1350.5
NM,Santa Fe County,90.1,1350.5
NY,Cortland County,90.1,1350.5
OH,Lucas County,90.1,1350.5
NC,Guilford County,90.1,1350.5
KS,Labette County,90.1,1350.5
PA,Mercer County,90.1,1350.5
OR,Yamhill County,90.1,1350.5
IN,Allen County,90.1,1350.5
KS,Montgomery County,90.1,1350.5
MI,Missaukee County,90.1,1350.5
MO,Taney County,90.1,1350.5
MO,Stone County,90.1,1350.5
IN,Ripley County,90.1,1350.5
IA,Pottawattamie County,90,1372.0
OH,Crawford County,90,1372.0
MN,Kanabec County,90,1372.0
ID,Lemhi County,90,1372.0
TX,Morris County,90,1372.0
KS,Bourbon County,90,1372.0
CO,Denver County,90,1372.0
AR,Lonoke County,90,1372.0
OR,Coos County,90,1372.0
ID,Blaine County,90,1372.0
SD,Aurora County,90,1372.0
PA,Clinton County,90,1372.0
FL,Citrus County,90,1372.0
WY,Carbon County,90,1372.0
OH,Huron County,90,1372.0
NY,Delaware County,90,1372.0
KY,McLean County,90,1372.0
OH,Marion County,89.9,1394.0
MI,Sanilac County,89.9,1394.0
NC,Durham County,89.9,1394.0
WI,Forest County,89.9,1394.0
VA,Lancaster County,89.9,1394.0
MO,Linn County,89.9,1394.0
SD,Davison County,89.9,1394.0
FL,Broward County,89.9,1394.0
CA,Siskiyou County,89.9,1394.0
NY,Orange County,89.9,1394.0
AR,Little River County,89.9,1394.0
IA,Decatur County,89.9,1394.0
SD,Roberts County,89.9,1394.0
IN,Dubois County,89.9,1394.0
MO,Franklin County,89.9,1394.0
IN,Wabash County,89.9,1394.0
IL,Jefferson County,89.9,1394.0
VA,Lynchburg city,89.9,1394.0
WA,Cowlitz County,89.9,1394.0
PA,Huntingdon County,89.9,1394.0
TN,Anderson County,89.9,1394.0
NE,Sheridan County,89.9,1394.0
WV,Hancock County,89.9,1394.0
SD,Walworth County,89.9,1394.0
NC,Camden County,89.9,1394.0
ID,Lewis County,89.9,1394.0
TX,McMullen County,89.9,1394.0
TX,Galveston County,89.8,1418.0
SC,Kershaw County,89.8,1418.0
CA,Contra Costa County,89.8,1418.0
UT,Duchesne County,89.8,1418.0
NJ,Middlesex County,89.8,1418.0
NC,Craven County,89.8,1418.0
IN,Madison County,89.8,1418.0
TN,Blount County,89.8,1418.0
NC,Pitt County,89.8,1418.0
MS,Rankin County,89.8,1418.0
IN,Lake County,89.8,1418.0
PA,Lehigh County,89.8,1418.0
NC,Cherokee County,89.8,1418.0
OH,Monroe County,89.8,1418.0
OK,Tulsa County,89.8,1418.0
VA,Giles County,89.8,1418.0
ND,Logan County,89.8,1418.0
MA,Essex County,89.8,1418.0
AR,Benton County,89.8,1418.0
VT,Essex County,89.8,1418.0
OH,Paulding County,89.8,1418.0
NY,Oswego County,89.7,1443.0
PA,Adams County,89.7,1443.0
GA,Lamar County,89.7,1443.0
IN,Rush County,89.7,1443.0
OH,Muskingum County,89.7,1443.0
FL,Lee County,89.7,1443.0
KY,Boyle County,89.7,1443.0
NC,Haywood County,89.7,1443.0
TX,Bowie County,89.7,1443.0
MO,Schuyler County,89.7,1443.0
MI,Newaygo County,89.7,1443.0
MI,Hillsdale County,89.7,1443.0
IL,White County,89.7,1443.0
KY,Jessamine County,89.7,1443.0
IN,Vigo County,89.7,1443.0
NE,Keith County,89.7,1443.0
OH,Ashland County,89.7,1443.0
PA,Monroe County,89.7,1443.0
OK,Creek County,89.7,1443.0
OH,Carroll County,89.7,1443.0
ID,Caribou County,89.7,1443.0
CO,Fremont County,89.7,1443.0
OH,Shelby County,89.7,1443.0
NM,Colfax County,89.7,1443.0
GA,Clarke County,89.7,1443.0
IA,Emmet County,89.7,1443.0
SC,Georgetown County,89.7,1443.0
MS,Lamar County,89.7,1443.0
UT,Millard County,89.7,1443.0
TX,Callahan County,89.6,1470.0
PA,Northumberland County,89.6,1470.0
DE,Sussex County,89.6,1470.0
TX,Bosque County,89.6,1470.0
OR,Wheeler County,89.6,1470.0
GA,Morgan County,89.6,1470.0
KY,Madison County,89.6,1470.0
OK,Major County,89.6,1470.0
AL,Tuscaloosa County,89.6,1470.0
CO,Delta County,89.6,1470.0
AR,Craighead County,89.6,1470.0
OK,Washita County,89.6,1470.0
VA,Orange County,89.6,1470.0
IL,Fulton County,89.6,1470.0
TX,Montgomery County,89.6,1470.0
IL,Stark County,89.6,1470.0
TX,Gillespie County,89.6,1470.0
NC,Madison County,89.6,1470.0
SC,Greenville County,89.6,1470.0
IA,Muscatine County,89.6,1470.0
TX,Parker County,89.6,1470.0
MO,Marion County,89.6,1470.0
ND,Eddy County,89.6,1470.0
IA,Wayne County,89.6,1470.0
VA,Prince William County,89.6,1470.0
OH,Columbiana County,89.5,1498.5
WV,Morgan County,89.5,1498.5
PA,Potter County,89.5,1498.5
NJ,Mercer County,89.5,1498.5
PA,Somerset County,89.5,1498.5
CO,Conejos County,89.5,1498.5
NE,Perkins County,89.5,1498.5
FL,Orange County,89.5,1498.5
MO,Buchanan County,89.5,1498.5
KS,Sedgwick County,89.5,1498.5
CO,Garfield County,89.5,1498.5
PA,Bedford County,89.5,1498.5
VA,Gloucester County,89.5,1498.5
VA,Campbell County,89.5,1498.5
MO,DeKalb County,89.5,1498.5
NC,Pamlico County,89.5,1498.5
OK,Noble County,89.5,1498.5
IN,Jefferson County,89.5,1498.5
SC,Berkeley County,89.5,1498.5
IA,Pocahontas County,89.5,1498.5
NC,Chatham County,89.5,1498.5
IL,Morgan County,89.5,1498.5
KY,Bullitt County,89.5,1498.5
NY,Cattaraugus County,89.5,1498.5
FL,Collier County,89.5,1498.5
KY,Graves County,89.5,1498.5
NM,Sierra County,89.5,1498.5
IL,Lee County,89.5,1498.5
VA,Augusta County,89.5,1498.5
IL,Kankakee County,89.5,1498.5
ND,Mountrail County,89.5,1498.5
IL,Franklin County,89.5,1498.5
MT,Big Horn County,89.4,1524.5
IL,Christian County,89.4,1524.5
TN,Madison County,89.4,1524.5
VA,Pulaski County,89.4,1524.5
MT,Toole County,89.4,1524.5
PA,Schuylkill County,89.4,1524.5
AZ,Pima County,89.4,1524.5
KY,Simpson County,89.4,1524.5
OK,Pontotoc County,89.4,1524.5
GA,Rockdale County,89.4,1524.5
NC,Gates County,89.4,1524.5
IN,LaPorte County,89.4,1524.5
NC,Pender County,89.4,1524.5
CT,Windham County,89.4,1524.5
MN,Mower County,89.4,1524.5
MT,Rosebud County,89.4,1524.5
ID,Bingham County,89.4,1524.5
TX,Somervell County,89.4,1524.5
NY,Chemung County,89.4,1524.5
MI,Iosco County,89.4,1524.5
NY,Chautauqua County,89.3,1548.5
VA,Alleghany County,89.3,1548.5
KY,Meade County,89.3,1548.5
TN,Fayette County,89.3,1548.5
TX,Wilson County,89.3,1548.5
NC,Forsyth County,89.3,1548.5
SC,Aiken County,89.3,1548.5
PA,Franklin County,89.3,1548.5
WI,Rusk County,89.3,1548.5
TX,Chambers County,89.3,1548.5
MO,Ray County,89.3,1548.5
MO,Vernon County,89.3,1548.5
IN,Ohio County,89.3,1548.5
NE,Cuming County,89.3,1548.5
OK,Osage County,89.3,1548.5
NC,Pasquotank County,89.3,1548.5
OK,McClain County,89.3,1548.5
IA,Cass County,89.3,1548.5
IL,Pulaski County,89.3,1548.5
TN,Shelby County,89.3,1548.5
WV,Jackson County,89.3,1548.5
NE,Scotts Bluff County,89.3,1548.5
MO,Cooper County,89.3,1548.5
NC,Jackson County,89.3,1548.5
WV,Cabell County,89.3,1548.5
KY,Clark County,89.3,1548.5
TX,Guadalupe County,89.3,1548.5
TX,Taylor County,89.3,1548.5
OK,Harper County,89.2,1577.5
MO,St. Louis city,89.2,1577.5
NE,Dodge County,89.2,1577.5
ID,Elmore County,89.2,1577.5
CO,Kit Carson County,89.2,1577.5
NH,Coos County,89.2,1577.5
TX,Real County,89.2,1577.5
MO,Dade County,89.2,1577.5
VA,Rockbridge County,89.2,1577.5
IL,Pope County,89.2,1577.5
CA,Santa Clara County,89.2,1577.5
ID,Butte County,89.2,1577.5
WA,Lewis County,89.2,1577.5
KY,Lyon County,89.2,1577.5
KY,Ballard County,89.2,1577.5
OH,Trumbull County,89.2,1577.5
UT,Piute County,89.2,1577.5
TX,Washington County,89.2,1577.5
VA,Franklin County,89.2,1577.5
AK,Lake and Peninsula Borough,89.2,1577.5
VA,Louisa County,89.2,1577.5
MO,Polk County,89.2,1577.5
LA,Lafayette Parish,89.2,1577.5
MO,Newton County,89.2,1577.5
OK,Kingfisher County,89.2,1577.5
WI,Milwaukee County,89.2,1577.5
SD,Ziebach County,89.2,1577.5
IL,Union County,89.2,1577.5
MO,Caldwell County,89.2,1577.5
TX,Llano County,89.2,1577.5
FL,Hillsborough County,89.1,1606.0
IN,Carroll County,89.1,1606.0
PA,Fayette County,89.1,1606.0
CA,Sonoma County,89.1,1606.0
ND,Kidder County,89.1,1606.0
IN,Shelby County,89.1,1606.0
ND,Dunn County,89.1,1606.0
WI,Waushara County,89.1,1606.0
FL,Palm Beach County,89.1,1606.0
IN,White County,89.1,1606.0
CO,Rio Grande County,89.1,1606.0
GA,Catoosa County,89.1,1606.0
NJ,Camden County,89.1,1606.0
